Region,Year,Week,VCI,TCI,VHI
1,2001,1,55.820160709806686,38.71594606355333,1.004259110829031
1,2001,2,17.06389365485229,42.51455756677538,20.156490705916674
1,2001,3,14.62714676770206,74.94454570958277,22.658083223209214
1,2001,4,12.286112538109107,0.050479178832274485,85.90108703846211
1,2001,5,43.17501170204293,62.463344928142504,53.73977846448453
1,2001,6,91.494945805365,44.79302758532601,9.740078770756721
1,2001,7,27.743460603916116,55.9815929981123,5.36064368327509
1,2001,8,70.40339790482028,91.13910156694382,73.03364013845285
1,2001,9,35.95674076540062,85.54523689872619,50.971495363331
1,2001,10,94.6609980030517,75.72712259255528,2.79747798952249
1,2001,11,63.44263752719598,20.854850715813143,64.76556446129426
1,2001,12,2.502327265027904,52.53990220492539,87.65592636721713
1,2001,13,62.52471915998328,6.677424680702626,77.41542473518875
1,2001,14,14.992551308433711,47.30160988184673,5.658470200461164
1,2001,15,80.55571904037929,17.79525031714152,93.58147505918862
1,2001,16,79.60126345758823,52.988154043511,99.75248916137208
1,2001,17,9.549502406645349,1.5028466675163332,62.634131235946356
1,2001,18,56.642184037125745,54.355008546783765,13.2334005714551
1,2001,19,64.5108380472912,12.6441113182313,69.36391174641142
1,2001,20,16.035825886577637,2.0830419039083448,7.5012548655621565
1,2001,21,26.473378114144598,70.41808171845581,36.225743935777274
1,2001,22,97.20862030026763,86.83669554189424,1.2904545782052468
1,2001,23,77.55234556232804,1.805430171175515,14.153810061931138
1,2001,24,90.77795127708808,82.64455529077827,44.57863924000868
1,2001,25,76.60061672430362,39.437266587933884,31.80645193485738
1,2001,26,47.79085740749876,81.57340552294858,41.43097293484943
1,2001,27,98.3170535964969,24.781045503858767,69.39223188523947
1,2001,28,81.45673991138253,35.36029937508267,15.67541524559225
1,2001,29,94.36480345150463,94.84372615952707,57.38032312904462
1,2001,30,96.98473539511835,39.718475816226885,31.20367937327466
1,2001,31,27.337738217858977,90.58847357632769,65.46719367624696
1,2001,32,23.721996416997683,96.21327408636215,24.929191701425847
1,2001,33,68.02434871306492,6.701802629429221,79.40871169805504
1,2001,34,25.93213773456151,94.24936043258704,56.78463389572496
1,2001,35,53.790365206185164,69.73890338813094,13.887549277933154
1,2001,36,75.64031582296884,70.59431575128755,78.15241762896076
1,2001,37,27.938895638304494,11.217041765559843,42.21400007169073
1,2001,38,47.67900789709807,26.315477402508037,60.04766483139251
1,2001,39,95.9092505343614,47.99238410044293,75.42456375193605
1,2001,40,78.44030965800569,76.8312524533805,93.61438267518216
1,2001,41,11.189061680195177,23.061502465202043,46.268735984174526
1,2001,42,53.83204675352825,81.01858748469684,41.24966787020221
1,2001,43,69.35206746574839,64.53307865268094,72.71295263886076
1,2001,44,4.780484857269219,45.35730361461473,28.95980925727979
1,2001,45,17.95968120871003,59.23712828546116,6.2919532552366935
1,2001,46,8.984789984826257,30.31580968838804,69.61703038243341
1,2001,47,61.83910743963119,35.01972967848529,17.519564980552037
1,2001,48,62.88828727908557,6.544302630670784,60.0008846027141
1,2001,49,12.67977735202306,96.52785360567144,31.571989209572294
1,2001,50,23.404582506839976,83.69957774897941,57.124960223963114
1,2001,51,81.27651978834933,58.18000307065516,49.46816142286975
1,2001,52,9.846927738757373,34.46182472211478,22.18976761490993
1,2002,1,90.75031447489775,15.053873707534892,73.58478541441801
1,2002,2,36.0085474998209,50.44016313790243,30.354342204344263
1,2002,3,86.91288047298097,5.632658005221847,71.19279542749898
1,2002,4,10.797800478562692,33.04645093452944,83.94028195252169
1,2002,5,83.13264100018468,66.6318487944855,68.49109470808497
1,2002,6,49.95179100209632,62.923107949494174,40.76018324283024
1,2002,7,11.067288472908432,8.203511425468168,65.34959936803496
1,2002,8,73.91527376537816,89.72223041288925,69.09939186417623
1,2002,9,21.454929932485946,77.35019250395544,48.110433950513354
1,2002,10,9.836146910894294,63.341949954847486,76.39527256261398
1,2002,11,56.23374737408719,85.6853876660136,88.32182379477031
1,2002,12,54.287592326721835,51.5046661022453,20.338542872325927
1,2002,13,78.20588766076781,87.0879599125934,12.755740775643398
1,2002,14,82.42407251589769,10.458006945314091,91.53571868984467
1,2002,15,47.82063903168267,69.89411778911521,23.180024249451094
1,2002,16,91.27781491641802,35.26925750651713,35.23034121587515
1,2002,17,83.5589409560497,31.352323936265623,65.80014879927872
1,2002,18,73.45507018236557,41.73866791687001,17.585210011868813
1,2002,19,48.755434901442705,55.51553729829063,26.57612807841696
1,2002,20,32.60978031040077,6.490109581992498,11.078675858843434
1,2002,21,28.001422027241183,71.58530059641153,10.903821995294837
1,2002,22,53.78416046339265,18.10596455393261,77.34606114642494
1,2002,23,92.92645554373964,95.77234504960589,72.65779069425237
1,2002,24,69.226121889163,43.65563103186354,37.59506893997672
1,2002,25,66.98233856415618,37.028048463513116,48.25040709100019
1,2002,26,11.150936766198004,88.46268830711487,38.93236429165287
1,2002,27,33.2209177160639,91.47746334453016,84.28487404936217
1,2002,28,91.64912492188917,31.32148599812251,91.35724808117853
1,2002,29,65.51488570503747,42.31199449154152,21.738526567620177
1,2002,30,79.47921796242932,80.90881842917135,72.7958847195996
1,2002,31,39.110204644289546,94.17987958642254,94.59984509192381
1,2002,32,24.554391655897135,83.04547259254737,84.52917462301937
1,2002,33,74.49692119153927,28.158487773167263,30.76676757788881
1,2002,34,20.862821744264227,58.287156062567256,82.17930009512105
1,2002,35,21.37983216285847,0.5244608662411387,64.98152828842795
1,2002,36,97.94290039632973,27.70015666717636,89.582186517642
1,2002,37,2.2511826939072166,5.5033467142021735,51.984070824997694
1,2002,38,62.45657041393652,58.902749666930674,35.43987461733875
1,2002,39,32.627757240869826,92.55541303445528,26.238081355927235
1,2002,40,92.8632063417798,23.7941357748219,67.44591785453741
1,2002,41,67.11250110956615,51.980799209094684,61.54766024178294
1,2002,42,99.3254431971094,89.08531172276336,50.62302163976972
1,2002,43,95.88222189923374,45.239632749796485,92.44699824946798
1,2002,44,22.87231357057068,6.180619736370141,35.84257917982925
1,2002,45,11.739934113675321,73.3431588507557,57.01652353810249
1,2002,46,12.850566185201496,44.965158259621205,9.280635426045103
1,2002,47,27.03562462760357,80.38535058969268,26.68138539075764
1,2002,48,2.1503371556518713,1.7998745127064897,4.3157443291589
1,2002,49,0.682521095769606,66.84296211973566,11.349419333592492
1,2002,50,16.05259506458534,72.8792298817722,86.60938697386759
1,2002,51,90.36280537387161,55.30796857731293,89.28675222965646
1,2002,52,11.874481135827274,94.10526445877036,81.42137499097407
1,2003,1,5.366197953853558,11.169219537515007,49.32731554700447
1,2003,2,5.980102404929766,4.545095031300949,57.26987830068319
1,2003,3,10.472222540553632,87.23280754762824,47.795141476936664
1,2003,4,4.471788586807335,40.18298244232622,52.858118951012656
1,2003,5,72.68227317106269,89.83993812381348,75.73229159152214
1,2003,6,50.4095923901709,50.42978797983809,88.46197833117118
1,2003,7,45.26971544511827,24.51102221342313,56.6529691322968
1,2003,8,66.7581711589971,63.423567974421935,81.70050543155133
1,2003,9,95.2134760774206,88.53954188545103,37.64060253491479
1,2003,10,66.48477053372147,45.284814267286386,27.42656724979441
1,2003,11,91.56013487948971,80.91556178904422,35.518299965852904
1,2003,12,27.744336997475095,33.13470055971658,87.79354925820616
1,2003,13,57.33118255177699,61.14482559016433,16.85847923960947
1,2003,14,88.66246532806251,23.155245102429745,8.932786441597418
1,2003,15,30.46893667974926,96.96188547949464,24.425562985567893
1,2003,16,11.858038385363024,91.28341461710271,21.534920834862724
1,2003,17,28.55814799643722,87.25116566418527,36.33781506052893
1,2003,18,66.03238386521878,99.53057718729981,82.13244262916596
1,2003,19,23.11084300965366,59.68729858304839,63.979605593151554
1,2003,20,22.354764183570698,24.276027108062358,42.97222912321161
1,2003,21,27.025097159194868,20.703454597923322,98.37597472349356
1,2003,22,59.03555477666228,46.17871095509243,39.18350357820704
1,2003,23,91.89053065403503,32.352809086827214,23.666168642811712
1,2003,24,96.70232681869486,63.2695461658203,31.54888273140567
1,2003,25,10.93501561845126,83.55619450146895,72.69987504545784
1,2003,26,58.99152653043163,78.04181688175906,28.35178191708545
1,2003,27,5.726594646735839,20.350745650969813,16.47452778285221
1,2003,28,63.392939101194,20.542974847262407,48.457284980927085
1,2003,29,20.457495146872695,94.82380103502831,3.3758905320097066
1,2003,30,2.7077391740114587,65.49925483285143,94.06511777412823
1,2003,31,85.70199807473844,69.64842417772374,42.854372920069714
1,2003,32,64.13547111639181,89.13899655307986,74.77862334703964
1,2003,33,64.83944593992616,63.378853095057444,40.20518816794851
1,2003,34,96.43577251415454,10.87415508964742,23.270019697055332
1,2003,35,86.62950685143142,51.147993463263944,22.176104504381943
1,2003,36,57.827656604979914,8.736107254469516,80.07223632533376
1,2003,37,30.831218339894896,52.50665963002733,72.6918694903967
1,2003,38,66.31316195309795,49.98984096619338,52.96162819409076
1,2003,39,86.33080308058456,48.15367378832234,15.261319630694992
1,2003,40,53.445435756219084,87.80826352123242,6.74802716303633
1,2003,41,89.61300037556357,82.40734592569218,75.06907346367065
1,2003,42,2.7326676165642216,67.02325427244091,14.968626272840858
1,2003,43,31.451197294582823,99.95978648192921,81.88792071421528
1,2003,44,34.76114192141823,84.41163947279152,20.64887438289773
1,2003,45,30.975268530345012,86.00926522745407,5.153192584797173
1,2003,46,51.44102748253287,9.143012713006415,41.47400923175017
1,2003,47,84.67113335494197,22.13633389921862,25.225062646460405
1,2003,48,36.181548434522995,26.41170880136221,55.15918511747777
1,2003,49,93.41770528871686,11.881681365754648,44.37941414604634
1,2003,50,67.95547464543935,3.3568281050452953,70.66939063840249
1,2003,51,18.486829918165025,23.632493834446432,86.30787320182048
1,2003,52,3.3135450125692523,30.03541913487293,35.03102482183947
1,2004,1,36.092776391268856,76.35069142158527,62.398277099020575
1,2004,2,4.264076362253655,5.729923365486789,84.4458634415974
1,2004,3,93.53352188806721,52.22528887358025,55.75796341555343
1,2004,4,9.767339629188953,83.08498384090514,58.091747643181925
1,2004,5,48.68057284802427,44.49900005048191,94.99117233673657
1,2004,6,77.60162171287331,84.83151573363662,65.65900677425225
1,2004,7,1.3536634701416528,12.157315487097542,59.96222286833972
1,2004,8,42.972842426945824,41.641245395521786,97.34734026395661
1,2004,9,68.92418738725395,68.70635653052985,62.56538384030231
1,2004,10,28.799201351673055,42.17072779161154,42.408519446189196
1,2004,11,14.689830302529794,43.6996991114187,44.04266824942287
1,2004,12,52.272320651570915,81.16826163683207,65.74880458901191
1,2004,13,33.35070214724305,32.136432475381994,61.40399233661707
1,2004,14,21.778000589233827,82.42626316540354,47.58565967819405
1,2004,15,79.20135736940148,22.027915232601615,30.193691788278365
1,2004,16,26.496222997958917,31.926588335797156,86.09674893820566
1,2004,17,80.7827908019043,91.14348298586513,25.354817820209618
1,2004,18,6.787439396669259,95.04588758490927,83.01471782015473
1,2004,19,8.387993163392693,51.89632888727927,91.39917395857309
1,2004,20,99.0074003354189,9.523481624062025,78.17311016612825
1,2004,21,48.782001732186096,30.332954315314254,16.789393558703726
1,2004,22,68.94394967409944,56.92665119239572,1.8660143725791278
1,2004,23,2.289317796108692,53.579530458646275,99.87223964019883
1,2004,24,9.42136133769168,40.50149164679002,30.82541954148126
1,2004,25,94.87697832258053,31.212140632755702,5.424831741489344
1,2004,26,11.33380555029878,22.21434103466716,3.67095474014254
1,2004,27,13.223462358469252,65.05885237150744,87.14834774793006
1,2004,28,31.88955483894199,70.13585083591474,33.52417696210974
1,2004,29,9.550284475026427,58.42675864441521,35.03716217551308
1,2004,30,11.93425491868274,54.82204481399463,88.62431496056999
1,2004,31,66.58024279292087,96.42476568239196,56.138003096688315
1,2004,32,49.06703079429953,60.9768607678586,51.242201782315746
1,2004,33,52.62569025758934,95.39436731213107,67.53382001689994
1,2004,34,39.40084676446619,61.74190359121795,90.27916078448602
1,2004,35,92.67498084537202,54.25525740682412,12.32484886521419
1,2004,36,60.80186893365127,87.30532849084757,41.45972858567736
1,2004,37,75.13833581507593,33.6597514762092,6.056669487403166
1,2004,38,68.94406236674982,56.07554376309582,96.09725151580176
1,2004,39,38.37407434535384,76.85220722991592,81.57004927625978
1,2004,40,87.3722982739425,98.52873674440352,76.81904228410257
1,2004,41,74.70136995271899,18.755832721095857,66.1408803678266
1,2004,42,88.01763631666702,46.30000110663224,45.606836649426526
1,2004,43,21.134114131913893,86.13883665759889,20.619452273759876
1,2004,44,67.5618833228701,57.15855957752791,35.405445017894166
1,2004,45,12.135161045452037,70.09390274667653,93.38207969497961
1,2004,46,36.425029913592844,95.0536482798604,83.982286309449
1,2004,47,62.17585553204133,18.427834385748433,62.37202269405646
1,2004,48,27.232251068134282,9.85836063286223,79.1467504416089
1,2004,49,84.10755179686278,62.92838092467174,27.2004291348803
1,2004,50,87.49640250128942,12.031882406015026,49.68266594223134
1,2004,51,13.742169424626493,33.01280062477156,34.56702141805529
1,2004,52,26.33384072336379,18.09159864086404,97.65766494623146
1,2005,1,8.793138134231826,22.773225657174446,62.40963433081904
